doc,1,2,3,4,5,6,7,8,9,10,11,12,13
text/22_(area= medicine)_(period= 1998-2004).txt,0.009268573485314846,0.009268391877412796,0.4717791974544525,0.009268352761864662,0.0092685054987669,0.009268920868635178,0.009268383495509623,0.009269054979085922,0.0092683807015419,0.0092685054987669,0.009268507361412048,0.009268340654671192,0.4262668788433075
"text/599_(area= medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.007722140755504371,0.007722807116806506,0.34811171889305115,0.007722539361566304,0.00772218918427825,0.007722083479166031,0.5364351272583008,0.007722277194261552,0.007722165435552597,0.0077222101390361795,0.0077224443666636935,0.007722148671746255,0.03823015466332436
"text/271_(area= agricultural and biological sciences;;biochemistry, genetics and molecular biology;;medicine)_(period= 2005-2010).txt",0.009296031668782234,0.009296313859522344,0.4219373166561127,0.009296187199652195,0.009296048432588577,0.009296172298491,0.009296289645135404,0.009296782314777374,0.17267417907714844,0.009296591393649578,0.009296049363911152,0.312425434589386,0.009296578355133532
text/568_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.00891948863863945,0.008919309824705124,0.3717157244682312,0.008919254876673222,0.008919378742575645,0.008919315412640572,0.008919588290154934,0.008919299580156803,0.008919281885027884,0.5301710963249207,0.00891935732215643,0.008919494226574898,0.008919380605220795
text/466_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.01036654878407717,0.010366352275013924,0.4818087816238403,0.010366338305175304,0.010366691276431084,0.4041593968868256,0.010366459377110004,0.010366632603108885,0.010366351343691349,0.010366549715399742,0.010366625152528286,0.01036656368523836,0.010366742499172688
text/498_(area= medicine)_(period= 2011-2017).txt,0.010216164402663708,0.010215329937636852,0.5051801204681396,0.3824467658996582,0.010216239839792252,0.010215415619313715,0.01021565590053797,0.010215302929282187,0.010215315036475658,0.010215854272246359,0.01021566055715084,0.010216069407761095,0.010216073133051395
text/329_(area= health professions;;medicine;;nursing)_(period= 2011-2017).txt,0.010703190229833126,0.010702081024646759,0.4789501130580902,0.010701256804168223,0.010701464489102364,0.40333059430122375,0.010701275430619715,0.010701972991228105,0.01070142537355423,0.010701296851038931,0.010702664963901043,0.010701308026909828,0.010701347142457962
text/140_(area= medicine)_(period= 2005-2010).txt,0.5272027850151062,0.009879738092422484,0.3641191422939301,0.009879861027002336,0.00988001748919487,0.009879748336970806,0.009879734367132187,0.009879777207970621,0.009879789315164091,0.009879903867840769,0.009879916906356813,0.009879789315164091,0.009879809804260729
"text/512_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2011-2017).txt",0.010904200375080109,0.4901028871536255,0.3899505734443665,0.010904191993176935,0.010904312133789062,0.010904116556048392,0.010904273018240929,0.010904189199209213,0.010904264636337757,0.010904348455369473,0.010904165916144848,0.010904104448854923,0.01090440433472395
text/598_(area= )_(period= 2011-2017).txt,0.008703961037099361,0.008703793399035929,0.8955515027046204,0.008703760802745819,0.008703784085810184,0.008704231120646,0.00870381947606802,0.00870449561625719,0.008703986182808876,0.008703773841261864,0.008705342188477516,0.008703768253326416,0.008703788742423058
text/302_(area= )_(period= 2011-2017).txt,0.012313581071794031,0.012311884202063084,0.13548213243484494,0.012327047996222971,0.012316911481320858,0.012311981059610844,0.012311844155192377,0.6579875349998474,0.012320572510361671,0.012316029518842695,0.012315408326685429,0.012312007136642931,0.08337309956550598
text/392_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.012147675268352032,0.4292626976966858,0.437125951051712,0.012145859189331532,0.012145877815783024,0.012145932763814926,0.012149169109761715,0.01214585267007351,0.012146494351327421,0.01214638724923134,0.012145867571234705,0.012145672924816608,0.012146536260843277
text/198_(area= health professions;;social sciences)_(period= 2005-2010).txt,0.010382456704974173,0.010382446460425855,0.4576104879379273,0.010382442735135557,0.010382493957877159,0.010382430627942084,0.010382448323071005,0.010382456704974173,0.010382520966231823,0.010382470674812794,0.4281822144985199,0.01038243155926466,0.010382690466940405
text/426_(area= nursing)_(period= 2011-2017).txt,0.012276538647711277,0.012276272289454935,0.8526884913444519,0.012275448068976402,0.01227573864161968,0.012275682762265205,0.012275420129299164,0.012275438755750656,0.012275978922843931,0.01227653492242098,0.012275439687073229,0.012275414541363716,0.012277571484446527
text/428_(area= health professions;;social sciences)_(period= 2011-2017).txt,0.009972170926630495,0.009972414001822472,0.4558870792388916,0.0099733779206872,0.009972837753593922,0.009972152300179005,0.009972148574888706,0.009972505271434784,0.009973396547138693,0.009972295723855495,0.009972828440368177,0.009973226115107536,0.4344135820865631
text/99_(area= psychology)_(period= 1998-2004).txt,0.010341678746044636,0.010341973043978214,0.3066355586051941,0.010341760702431202,0.010341797955334188,0.010341884568333626,0.010341692715883257,0.01034235954284668,0.01034213788807392,0.010341772809624672,0.579603910446167,0.01034168154001236,0.010341797955334188
text/361_(area= psychology)_(period= 2011-2017).txt,0.010200023651123049,0.3699747025966644,0.5178151726722717,0.010206134989857674,0.010200449265539646,0.010199626907706259,0.010199475102126598,0.010200935415923595,0.01020317804068327,0.010201023891568184,0.010200245305895805,0.01019948907196522,0.01019954960793257
text/480_(area= psychology;;social sciences)_(period= 2011-2017).txt,0.007203048095107079,0.00720354076474905,0.5249606966972351,0.007203328888863325,0.007203166373074055,0.007203334476798774,0.007203126326203345,0.007203160785138606,0.007203120272606611,0.3471263945102692,0.055880751460790634,0.007203180808573961,0.007203116547316313
text/452_(area= nursing)_(period= 2011-2017).txt,0.012418688274919987,0.012416739016771315,0.6876226663589478,0.17581242322921753,0.012413552962243557,0.012413730844855309,0.012413685210049152,0.012416248209774494,0.012413683347404005,0.012413745746016502,0.012417132034897804,0.012413958087563516,0.012413707561790943
text/560_(area= medicine;;neuroscience)_(period= 2011-2017).txt,0.01042132917791605,0.4415708184242249,0.4437925815582275,0.0104213310405612,0.010421366430819036,0.01042265072464943,0.010421236976981165,0.01042147446423769,0.01042118389159441,0.010421372950077057,0.01042177714407444,0.010421570390462877,0.010421295650303364
text/488_(area= medicine)_(period= 2011-2017).txt,0.008272581733763218,0.00827260222285986,0.9007286429405212,0.008272579871118069,0.008272610604763031,0.008272579871118069,0.00827257800847292,0.008272584527730942,0.008272594772279263,0.008272652514278889,0.008272693492472172,0.008272577077150345,0.008272679522633553
text/548_(area= )_(period= 2011-2017).txt,0.013851387426257132,0.013851129449903963,0.39338159561157227,0.013851143419742584,0.013851220719516277,0.013851161114871502,0.4542548954486847,0.013851247727870941,0.013851262629032137,0.013851277530193329,0.013851403258740902,0.01385112851858139,0.013851184397935869
text/52_(area= medicine;;nursing)_(period= 1998-2004).txt,0.009649574756622314,0.00965017266571522,0.884186327457428,0.009649810381233692,0.009661424905061722,0.009649530053138731,0.00964956358075142,0.009650043211877346,0.009651861153542995,0.009649976156651974,0.009650117717683315,0.009650921449065208,0.009650716558098793
text/379_(area= arts and humanities;;social sciences)_(period= 2011-2017).txt,0.009224670007824898,0.009224750101566316,0.30502286553382874,0.009225412271916866,0.5935045480728149,0.009224820882081984,0.009224445559084415,0.009225155226886272,0.009224516339600086,0.009224548004567623,0.0092246625572443,0.009224713779985905,0.0092249047011137
text/483_(area= social sciences)_(period= 2011-2017).txt,0.010572632774710657,0.0105726420879364,0.4422980844974518,0.010572584345936777,0.4414015412330627,0.0105726458132267,0.0105728330090642,0.01057309564203024,0.010572895407676695,0.010572703555226326,0.010572795756161213,0.010572743602097034,0.01057283766567707
text/429_(area= nursing)_(period= 2011-2017).txt,0.0106113376095891,0.010611167177557944,0.3414235413074493,0.01061129476875067,0.010611196979880331,0.01061117835342884,0.010611185804009438,0.010611357167363169,0.010611366480588913,0.0106113338842988,0.010611322708427906,0.01061117835342884,0.5418525338172913
text/87_(area= medicine;;psychology)_(period= 1998-2004).txt,0.11180954426527023,0.008523472584784031,0.6783132553100586,0.008523392491042614,0.008524355478584766,0.008523473516106606,0.00852334778755903,0.008523846045136452,0.008524391800165176,0.008524641394615173,0.008524489589035511,0.00852322019636631,0.12463858723640442
"text/164_(area= arts and humanities;;computer science;;economics, econometrics and finance;;engineering;;social sciences)_(period= 2005-2010).txt",0.009317001327872276,0.009316965937614441,0.5119917988777161,0.009316867217421532,0.0093168867751956,0.2811160087585449,0.00931686908006668,0.009316966868937016,0.009317145682871342,0.11372264474630354,0.009316946379840374,0.009316982701420784,0.009316970594227314
text/427_(area= nursing)_(period= 2011-2017).txt,0.01897754706442356,0.01897752471268177,0.01897929422557354,0.018977522850036618,0.01897753775119781,0.018977535888552662,0.018977535888552662,0.018977532163262367,0.01897755078971386,0.01897754892706871,0.7722676992416382,0.018977558240294456,0.01897760294377804
"text/368_(area= biochemistry, genetics and molecular biology)_(period= 2011-2017).txt",0.009267112240195273,0.009267444722354412,0.4961921572685242,0.009267067536711693,0.009267064742743969,0.009267119690775871,0.00926709920167923,0.009267176501452923,0.009267090819776058,0.009267249144613745,0.4018693268299103,0.009266975335776806,0.00926708709448576
text/186_(area= medicine)_(period= 2005-2010).txt,0.009670594707131386,0.009670212864875792,0.2973344922065735,0.00967030692845583,0.5962914824485779,0.009670224040746687,0.00967053696513176,0.0096702566370368,0.009670400992035866,0.009670455008745192,0.009670283645391464,0.009670178405940531,0.009670552797615528
text/261_(area= mathematics)_(period= 2005-2010).txt,0.011895248666405678,0.011895360425114632,0.3333277404308319,0.5358235836029053,0.011895337142050266,0.011895273812115192,0.011895239353179932,0.011895374394953251,0.011895285919308662,0.011895359493792057,0.011895285919308662,0.011895325034856795,0.0118956184014678
text/173_(area= medicine;;psychology)_(period= 2005-2010).txt,0.008640507236123085,0.008640556596219541,0.4028659164905548,0.008640755899250506,0.00864059291779995,0.008640622720122337,0.008640514686703682,0.5020867586135864,0.008640728890895844,0.008640642277896404,0.008640900254249573,0.008640513755381106,0.008641022257506847
text/422_(area= arts and humanities;;psychology;;social sciences)_(period= 2011-2017).txt,0.010738011449575424,0.010736576281487942,0.31429964303970337,0.010735065676271915,0.5676060914993286,0.010735019110143185,0.010735204443335531,0.010736574418842793,0.010735108517110348,0.010735093615949154,0.010737136006355286,0.01073527615517378,0.01073524635285139
"text/211_(area= environmental science;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.4199015498161316,0.01094755996018648,0.4596743583679199,0.010947505943477156,0.010947611182928084,0.010947801172733309,0.01094756368547678,0.01094767451286316,0.010947526432573795,0.010947581380605698,0.010947595350444315,0.010947509668767452,0.01094819884747267
text/223_(area= psychology)_(period= 2005-2010).txt,0.011954877525568008,0.01195440161973238,0.4886878728866577,0.011954475194215776,0.011954327113926409,0.011955116875469685,0.011954238638281822,0.011954806745052338,0.011957981623709202,0.3798083961009979,0.011954735964536669,0.01195433549582958,0.011954458430409431
text/191_(area= medicine;;social sciences)_(period= 2005-2010).txt,0.4011281430721283,0.011282308027148248,0.4747653305530548,0.011282472871243955,0.01128240954130888,0.011282301507890223,0.011282313615083694,0.011282330378890038,0.011282330378890038,0.011282351799309255,0.011282572522759438,0.011282703839242458,0.011282408609986305
text/372_(area= medicine)_(period= 2011-2017).txt,0.008989210240542889,0.00898926705121994,0.6094602942466736,0.008990499190986156,0.008989498019218445,0.008989310823380947,0.008989639580249786,0.291653573513031,0.008989740163087845,0.008989278227090836,0.008990248665213585,0.008989126421511173,0.008990277536213398
text/91_(area= medicine;;neuroscience)_(period= 1998-2004).txt,0.009341313503682612,0.009341432712972164,0.3872498869895935,0.00934134516865015,0.009341406635940077,0.009341408498585224,0.009341384284198284,0.009341446682810785,0.009341399185359478,0.00934136100113392,0.5099948048591614,0.009341325610876085,0.009341509081423284
"text/119_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.010998585261404514,0.010998096317052841,0.6486228108406067,0.010998127982020378,0.2303958088159561,0.01099811214953661,0.010998115874826908,0.010998110286891459,0.010998383164405823,0.010998260229825974,0.010998852550983429,0.010998229496181013,0.010998513549566269
"text/353_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2011-2017).txt",0.012428421527147291,0.012428429909050465,0.0990827977657318,0.012428358197212221,0.012428327463567257,0.01242939103394747,0.01242856215685606,0.012429535388946531,0.012428546324372292,0.012428461574018002,0.012428421527147291,0.012428462505340576,0.7642022967338562
text/243_(area= medicine)_(period= 2005-2010).txt,0.01010078191757202,0.010100787505507471,0.4709392786026001,0.010100899264216423,0.010100768879055977,0.010100754909217358,0.010100745595991613,0.01010072510689497,0.010100939311087132,0.4179512858390808,0.010101122781634329,0.01010081171989441,0.01010109391063452
text/67_(area= medicine)_(period= 1998-2004).txt,0.00892654899507761,0.008925946429371834,0.6573594808578491,0.008925704285502434,0.008927028626203537,0.008925806730985641,0.008925706148147583,0.008925913833081722,0.008926027454435825,0.008925721049308777,0.008926102891564371,0.2444530427455902,0.008926953189074993
text/516_(area= medicine;;nursing;;social sciences)_(period= 2011-2017).txt,0.01066591590642929,0.010665870271623136,0.5310842394828796,0.010666132904589176,0.010665934532880785,0.010666158981621264,0.010666082613170149,0.010666156187653542,0.35158953070640564,0.010665938258171082,0.010666020214557648,0.01066590566188097,0.010666084475815296
text/309_(area= mathematics)_(period= 2011-2017).txt,0.011642909608781338,0.01164287980645895,0.4010156095027924,0.011642876081168652,0.01164289563894272,0.011642876081168652,0.470912367105484,0.011642883531749249,0.01164291799068451,0.011642883531749249,0.011643072590231895,0.011642876081168652,0.011642947793006895
text/184_(area= nursing)_(period= 2005-2010).txt,0.010955463163554668,0.010955378413200378,0.5210149288177489,0.010955391451716423,0.010955461300909521,0.010955522768199444,0.010955478996038435,0.3584748208522797,0.010955529287457466,0.010955438949167728,0.010955561883747578,0.0109555097296834,0.01095549762248993
text/32_(area= medicine)_(period= 1998-2004).txt,0.009859141893684864,0.009859210811555386,0.32811295986175537,0.009859192185103892,0.009861287660896778,0.009859242476522924,0.009859144687652588,0.009859527461230757,0.5634319186210632,0.009859194047749044,0.009860708378255369,0.0098592396825552,0.009859231300652029
text/539_(area= medicine)_(period= 2011-2017).txt,0.0108217503875494,0.010821815580129623,0.5839213132858276,0.010821785777807236,0.010821867734193802,0.010821995325386524,0.010821911506354807,0.010821831412613392,0.010822082869708538,0.01082189567387104,0.010821979492902756,0.2970376014709473,0.01082214806228876
text/73_(area= medicine)_(period= 1998-2004).txt,0.010047581046819687,0.010047691874206066,0.7031483054161072,0.010047681629657744,0.010047482326626778,0.010047495365142822,0.010047462768852709,0.18632841110229487,0.010047482326626778,0.010047517716884613,0.010047610849142076,0.010047542862594128,0.010047747753560543
text/122_(area= medicine;;nursing)_(period= 1998-2004).txt,0.008675514720380306,0.008675388991832733,0.3525063693523407,0.008675533346831799,0.008675752207636833,0.552061915397644,0.00867574941366911,0.00867548119276762,0.008675673045217991,0.008675609715282917,0.008675530552864075,0.008675624616444111,0.00867578946053982
"text/551_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;medicine)_(period= 2011-2017).txt",0.008616986684501171,0.008616638369858265,0.24048638343811035,0.008616682142019272,0.008617252111434938,0.008616769686341286,0.00861661322414875,0.008616873994469644,0.008616764098405838,0.008616600185632706,0.00861861277371645,0.487638533115387,0.1857052594423294
text/304_(area= medicine;;nursing)_(period= 2011-2017).txt,0.011235736310482023,0.011235497891902924,0.2793362736701965,0.011235486716032028,0.5970710515975952,0.011235501617193222,0.011235750280320644,0.011235865764319895,0.011235732585191728,0.011235672049224377,0.01123616937547922,0.011235487647354605,0.011235736310482023
"text/592_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.009133015759289265,0.009132935665547848,0.8904044032096863,0.009132927283644676,0.009132944978773594,0.009132938459515572,0.009132929146289824,0.009132963605225086,0.00913294218480587,0.009133076295256616,0.009132970124483109,0.009132932871580124,0.009132961742579935
text/273_(area= )_(period= 2005-2010).txt,0.011042113415896893,0.40892064571380615,0.4696159660816193,0.011042166501283646,0.011042105033993721,0.011042087338864805,0.011042059399187565,0.011042156256735323,0.011042087338864805,0.011042221449315548,0.011042088270187378,0.011042063124477863,0.011042208410799505
text/418_(area= health professions;;mathematics;;medicine)_(period= 2011-2017).txt,0.009561426937580109,0.009562266059219835,0.40850985050201416,0.009561711922287941,0.00956150982528925,0.4863123595714569,0.009561391547322272,0.009561745449900629,0.009561378508806229,0.009561643935739994,0.009561478160321712,0.009561742655932905,0.009561491198837757
text/531_(area= medicine)_(period= 2011-2017).txt,0.0067278342321515075,0.006727909203618765,0.39057421684265137,0.0067278584465384475,0.00672779930755496,0.006727857980877161,0.0067282128147780895,0.5354182124137878,0.0067278645001351825,0.006727935280650854,0.006727905943989754,0.006728117354214192,0.0067283022217452535
"text/182_(area= environmental science;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.011554025113582613,0.01155412755906582,0.1963695138692856,0.011554128490388392,0.011554319411516191,0.011555522680282593,0.011554044671356678,0.01155464444309473,0.01155440416187048,0.6423880457878113,0.011555066332221031,0.011554778553545477,0.0456974133849144
text/166_(area= medicine;;psychology)_(period= 2005-2010).txt,0.3552927374839783,0.011345400474965572,0.5199073553085327,0.011345208622515202,0.011345012113451958,0.011345445178449154,0.01134543027728796,0.011346339248120785,0.011345360428094864,0.011345326900482178,0.011346225626766682,0.011344868689775469,0.011345286853611471
text/214_(area= immunology and microbiology;;medicine)_(period= 2005-2010).txt,0.01315709948539734,0.013157244771718979,0.8421029448509216,0.013157246634364128,0.013161986134946345,0.013157097622752191,0.013157349079847336,0.013158130459487438,0.013158691115677357,0.013157304376363754,0.013160621747374536,0.013157097622752191,0.01315720472484827
text/105_(area= psychology)_(period= 1998-2004).txt,0.01209785882383585,0.012097236700356008,0.32240161299705505,0.012097216211259363,0.012097320519387722,0.012097313068807123,0.01209836546331644,0.5445263385772705,0.012097393162548542,0.012097393162548542,0.012097273021936415,0.01209720689803362,0.012097469530999659
text/158_(area= medicine)_(period= 2005-2010).txt,0.010967981070280077,0.010967837646603584,0.3827525973320007,0.010967838577926159,0.010967891663312912,0.010967914946377277,0.010967879556119442,0.0109679801389575,0.4965997338294983,0.010967894457280636,0.010968348011374474,0.010967940092086792,0.010968142189085484
text/84_(area= medicine)_(period= 1998-2004).txt,0.010212319903075695,0.010212265886366369,0.32666152715682983,0.010212278924882412,0.010212582536041737,0.010212312452495098,0.010212319903075695,0.010212289169430731,0.5610027313232422,0.01021226029843092,0.010212328284978868,0.010212459601461887,0.010212334804236887
text/323_(area= arts and humanities;;psychology)_(period= 2011-2017).txt,0.009567181579768658,0.009567849338054657,0.3556743264198303,0.4443763494491577,0.009568917565047741,0.009567377157509329,0.009567844681441784,0.009567172266542913,0.009567342698574066,0.009567724540829659,0.009567711502313614,0.009567100554704666,0.10427308082580566
text/262_(area= medicine)_(period= 2005-2010).txt,0.5514724850654602,0.008561912924051285,0.3543453514575958,0.008562158793210983,0.00856199115514755,0.008561934344470501,0.008561898954212666,0.008561939001083374,0.008562454022467136,0.008562046103179455,0.008561894297599792,0.008561822585761547,0.008562108501791954
text/579_(area= medicine;;nursing)_(period= 2011-2017).txt,0.009582242928445341,0.009582281112670898,0.8850129842758179,0.009582235477864742,0.009582261554896832,0.009582241997122765,0.009582238271832466,0.009582258760929108,0.00958225317299366,0.009582260623574257,0.00958225969225168,0.009582237340509892,0.009582252241671084
text/46_(area= medicine)_(period= 1998-2004).txt,0.00923084281384945,0.00923093780875206,0.5249267816543579,0.009230854921042921,0.20599505305290225,0.009230857715010643,0.009230829775333405,0.17676885426044464,0.009231238625943659,0.009230918250977993,0.009231056086719036,0.009230847470462322,0.009230943396687508
text/449_(area= social sciences)_(period= 2011-2017).txt,0.012113142758607864,0.0121132405474782,0.1855478137731552,0.012113383039832115,0.012113450095057487,0.012113215401768684,0.01211325079202652,0.012113160453736782,0.012113229371607305,0.012113288044929504,0.01211322471499443,0.012113440781831741,0.6812061667442322
text/450_(area= social sciences)_(period= 2011-2017).txt,0.0144718075171113,0.014471804723143578,0.2513934373855591,0.014471804723143578,0.01447185128927231,0.014471909962594509,0.014471803791821003,0.01447185408324003,0.5894155502319336,0.014471817761659622,0.014472054317593575,0.014472379349172115,0.014471935108304025
text/315_(area= decision sciences;;mathematics)_(period= 2011-2017).txt,0.01058117300271988,0.010581092908978462,0.4176626205444336,0.0105808824300766,0.010580883361399174,0.3687522113323212,0.01058073528110981,0.010580726899206638,0.010580847971141338,0.010581239126622677,0.010581097565591335,0.010581065900623798,0.10777541995048524
text/494_(area= medicine)_(period= 2011-2017).txt,0.01537566818296909,0.015375823713839052,0.3831975162029265,0.015375705435872078,0.015375760383903982,0.01537573989480734,0.01537567563354969,0.015376508235931396,0.01537681184709072,0.015375874005258085,0.015375809744000438,0.015376328490674497,0.4476667642593384
"text/118_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.013887039385735987,0.013887030072510242,0.3027024865150452,0.013887031935155392,0.01388712041079998,0.0138870719820261,0.013887160457670687,0.013887042179703712,0.5445396304130554,0.013887069188058376,0.013887065462768078,0.01388710830360651,0.013887123204767704
text/217_(area= nursing)_(period= 2005-2010).txt,0.007518494501709937,0.0075192046351730815,0.5219886898994446,0.007518435828387737,0.007519098464399576,0.00751899927854538,0.007518426980823278,0.007518500555306673,0.007518567610532045,0.0075185010209679595,0.007518501952290534,0.007518486585468055,0.3953061103820801
text/237_(area= medicine)_(period= 2005-2010).txt,0.010297142900526524,0.3548364043235779,0.5318909883499146,0.010297141969203949,0.010297215543687344,0.010297139175236223,0.010297294706106186,0.010297155007719994,0.010297606699168682,0.01029757596552372,0.010298947803676128,0.010297169908881187,0.010298203676939009
text/347_(area= medicine)_(period= 2011-2017).txt,0.00643402012065053,0.006433929782360792,0.35586586594581604,0.18285921216011047,0.006434061098843813,0.006434067152440548,0.00643415842205286,0.00643529463559389,0.13671572506427765,0.00643407367169857,0.0837874487042427,0.006434646900743246,0.18929746747016907
"text/365_(area= biochemistry, genetics and molecular biology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.3197278082370758,0.008973407559096813,0.5815613269805908,0.008973347954452038,0.008974811993539333,0.008973424322903156,0.008973423391580582,0.008974168449640274,0.008974127471446991,0.008973538875579834,0.00897349417209625,0.008973349817097187,0.008973825722932816
text/218_(area= medicine;;psychology)_(period= 2005-2010).txt,0.012441440485417845,0.012441382743418215,0.3494569659233093,0.01244127470999956,0.012441397644579409,0.012442748993635178,0.012441772967576979,0.012442464008927344,0.012441862374544144,0.01244179718196392,0.012441788800060749,0.5136833786964417,0.012441725470125677
text/13_(area= medicine)_(period= 1998-2004).txt,0.42974722385406494,0.008599624969065191,0.4756631851196289,0.008598948828876019,0.00859886407852173,0.00859874952584505,0.00859871506690979,0.008598821237683294,0.00859890878200531,0.008599468506872654,0.008598973043262959,0.008599075488746166,0.008599423803389072
text/425_(area= nursing)_(period= 2011-2017).txt,0.013214181177318096,0.4470862150192261,0.4075574278831482,0.013214192353188992,0.013214180245995522,0.013214233331382276,0.01321417186409235,0.013214201666414738,0.013214417733252048,0.0132141737267375,0.013214195147156715,0.01321416161954403,0.01321421470493078
text/163_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.009618968702852726,0.009618698619306087,0.47681578993797297,0.009618762880563736,0.00961877778172493,0.009618816897273064,0.009618776850402357,0.009618889540433884,0.4173770248889923,0.009618738666176796,0.009618985466659069,0.009618771262466908,0.0096189733594656
text/275_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.009792997501790524,0.009793075732886793,0.4828009009361267,0.009792959317564964,0.009792997501790524,0.009792971424758434,0.009793205186724665,0.009793004021048546,0.00979306362569332,0.4094756245613098,0.009793099015951157,0.009793068282306194,0.009793044067919254
text/490_(area= medicine)_(period= 2011-2017).txt,0.00979563593864441,0.009795518592000008,0.4609087407588959,0.009795497171580791,0.00979551952332258,0.009795506484806538,0.009795506484806538,0.4313403069972992,0.009795588441193106,0.00979551952332258,0.00979558005928993,0.009795546531677246,0.009795513935387136
