doc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
text/378_(cit= 0)_(area= social sciences)_(period= 2011-2017).txt,0.008358396589756012,0.008358396589756012,0.8244736790657043,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358397521078588,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358396589756012,0.008358397521078588
text/116_(cit= 0)_(area= immunology and microbiology;;medicine)_(period= 1998-2004).txt,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.8640837669372559,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615,0.006472202483564615
text/37_(cit= 0)_(area= medicine)_(period= 1998-2004).txt,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.4975249171257019,0.008851828053593636,0.008851828053593636,0.16566652059555054,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.16862381994724274,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636,0.008851828053593636
text/36_(cit= 1)_(area= medicine)_(period= 1998-2004).txt,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.5262325406074524,0.0073481001891195765,0.0073481001891195765,0.3268054723739624,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765,0.0073481001891195765
text/521_(cit= 0)_(area= health professions;;medicine;;psychology)_(period= 2011-2017).txt,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.846199631690979,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661,0.007323827594518661
text/443_(cit= 0)_(area= social sciences)_(period= 2011-2017).txt,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430978894235,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.006239430513232946,0.516738772392273,0.358472615480423
text/112_(cit= 0)_(area= medicine)_(period= 1998-2004).txt,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.8276951313018799,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649,0.008204992860555649
text/345_(cit= 0)_(area= social sciences)_(period= 2011-2017).txt,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.8001226782798767,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252,0.009517967700958252
text/218_(cit= 0)_(area= medicine;;psychology)_(period= 2005-2010).txt,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.3827472925186157,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.4894776046276093,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919,0.006388754118233919
text/108_(cit= 1)_(area= medicine)_(period= 1998-2004).txt,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.8324701189994812,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429,0.007977612316608429
text/404_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.6614783406257629,0.0076756300404667846,0.0076756300404667846,0.18500906229019165,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846,0.0076756300404667846
text/542_(cit= 0)_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.7045161128044128,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327,0.014070660807192327
text/449_(cit= 19)_(area= social sciences)_(period= 2011-2017).txt,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.8487967252731323,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609,0.007200155872851609
text/438_(cit= 3)_(area= social sciences)_(period= 2011-2017).txt,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.5404519438743591,0.008007021620869638,0.29940763115882874,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638,0.008007021620869638
text/212_(cit= 0)_(area= medicine)_(period= 2005-2010).txt,0.4738835692405701,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.3955721855163574,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715,0.006527213379740715
text/309_(cit= 1)_(area= mathematics)_(period= 2011-2017).txt,0.010159838944673538,0.010159838944673538,0.010159839875996113,0.010159838944673538,0.010159838944673538,0.010159838944673538,0.010159838944673538,0.010159839875996113,0.010159838944673538,0.010159839875996113,0.010159838944673538,0.010159838944673538,0.010159838944673538,0.010159839875996113,0.010159838944673538,0.010159838944673538,0.010159838944673538,0.010159838944673538,0.010159838944673538,0.7866434454917908,0.010159838944673538,0.010159838944673538
"text/211_(cit= 0)_(area= environmental science;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.658967137336731,0.006159141194075346,0.006159141194075346,0.2178500443696976,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141659736632,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346,0.006159141194075346
text/328_(cit= 0)_(area= arts and humanities)_(period= 2011-2017).txt,0.006769677624106407,0.006769678555428982,0.006769677624106407,0.006769678089767695,0.006769677624106407,0.006769677624106407,0.006769677624106407,0.006769678089767695,0.006769677624106407,0.006769678089767695,0.006769678089767695,0.038284804672002785,0.006769677624106407,0.08612816035747528,0.006769677624106407,0.006769677624106407,0.7469631433486938,0.006769679486751556,0.006769678089767695,0.006769677624106407,0.006769678555428982,0.006769678555428982
text/451_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.0070102494210004815,0.8527847528457642,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.007010251749306917,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815,0.0070102494210004815
"text/326_(cit= 0)_(area= biochemistry, genetics and molecular biology;;neuroscience)_(period= 2011-2017).txt",0.0071244523860514155,0.8503865003585815,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.007124452851712705,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.007124452851712705,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.007124452851712705,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155,0.0071244523860514155
text/79_(cit= 0)_(area= nursing)_(period= 1998-2004).txt,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979014120995998,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.008979013189673424,0.8114407062530518,0.008979013189673424
"text/51_(cit= 0)_(area= arts and humanities;;biochemistry, genetics and molecular biology;;engineering;;social sciences)_(period= 1998-2004).txt",0.006608945783227682,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.4524956345558167,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.0066089462488889686,0.006608945783227682,0.1728464663028717,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.24908794462680814,0.006608945783227682,0.006608945783227682,0.006608945783227682,0.006608945783227682
text/229_(cit= 5)_(area= medicine)_(period= 2005-2010).txt,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.03900256380438805,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.06363993138074875,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.7619418501853943,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757,0.007127140183001757
text/295_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.008054408244788647,0.8308573961257935
"text/164_(cit= 4)_(area= arts and humanities;;computer science;;economics, econometrics and finance;;engineering;;social sciences)_(period= 2005-2010).txt",0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174694553017625,0.0073174689896404735,0.0073174689896404735,0.0073174694553017625,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174689896404735,0.0073174694553017625,0.0073174694553017625,0.0073174689896404735,0.0073174689896404735,0.8463331460952759,0.0073174689896404735
text/446_(cit= 0)_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.8458993434906006,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446,0.007338125724345446
text/176_(cit= 4)_(area= medicine)_(period= 2005-2010).txt,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.008032928220927715,0.8313084840774536,0.008032928220927715,0.008032928220927715,0.008032928220927715
text/597_(cit= 0)_(area= )_(period= 2011-2017).txt,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.8134218454360962,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749,0.008884674869477749
text/101_(cit= 0)_(area= psychology)_(period= 1998-2004).txt,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.8620048761367798,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065,0.0065711960196495065
"text/339_(cit= 0)_(area= medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.4887566864490509,0.007250241003930569,0.007250241003930569,0.366238534450531,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.00725024426355958,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569,0.007250241003930569
text/454_(cit= 1)_(area= arts and humanities;;multidisciplinary)_(period= 2011-2017).txt,0.0068322974257171145,0.0068322974257171145,0.5490637421607971,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.314290314912796,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145,0.0068322974257171145
text/561_(cit= 0)_(area= arts and humanities;;medicine;;psychology)_(period= 2011-2017).txt,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.36353951692581177,0.006803663447499275,0.006803663447499275,0.5003872513771057,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275,0.006803663447499275
"text/256_(cit= 0)_(area= agricultural and biological sciences;;biochemistry, genetics and molecular biology;;immunology and microbiology;;neuroscience)_(period= 2005-2010).txt",0.007123755291104318,0.007123755291104318,0.007123755291104318,0.5183141231536865,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.3392107486724853,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318,0.007123755291104318
text/148_(cit= 0)_(area= medicine;;psychology)_(period= 2005-2010).txt,0.0057262154296040535,0.005726215895265341,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.005726218223571777,0.0057262154296040535,0.0057262154296040535,0.0057262168265879146,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.8797494769096375,0.005726215895265341,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535,0.0057262154296040535
text/505_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.2613357603549957,0.006913386285305022,0.006913386285305022,0.18489930033683774,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.006913386285305022,0.4224106073379517
text/99_(cit= 1)_(area= psychology)_(period= 1998-2004).txt,0.0066352817229926595,0.006635282654315233,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.8606590628623962,0.0066352817229926595,0.0066352817229926595,0.006635282654315233,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595,0.006635282654315233,0.0066352817229926595,0.0066352817229926595,0.0066352817229926595
text/77_(cit= 0)_(area= immunology and microbiology;;medicine)_(period= 1998-2004).txt,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.8381786346435547,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812,0.007705779746174812
text/78_(cit= 0)_(area= medicine)_(period= 1998-2004).txt,0.007609535008668899,0.007609534543007612,0.007609535008668899,0.007609534543007612,0.007609534543007612,0.007609534543007612,0.007609535008668899,0.0865076407790184,0.007609534543007612,0.007609535008668899,0.007609534543007612,0.007609535008668899,0.007609534543007612,0.007609534543007612,0.007609534543007612,0.7613016963005066,0.007609534543007612,0.007609534543007612,0.007609535008668899,0.007609534543007612,0.007609534543007612,0.007609535008668899
text/479_(cit= 0)_(area= psychology)_(period= 2011-2017).txt,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.8544136881828308,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907,0.006932681426405907
text/566_(cit= 0)_(area= health professions;;medicine)_(period= 2011-2017).txt,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.6058748960494995,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.007007625885307789,0.253972589969635
text/540_(cit= 0)_(area= arts and humanities;;social sciences)_(period= 2011-2017).txt,0.007854850962758064,0.8350481390953064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064,0.007854850962758064
text/438_(cit= 1)_(area= social sciences)_(period= 2011-2017).txt,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.812210202217102,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327,0.008942372165620327
text/337_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419832214713097,0.008419829420745373,0.008419829420745373,0.8231835961341858,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373,0.008419829420745373
text/494_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.8541935682296753,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174,0.0069431629963219174
text/418_(cit= 1)_(area= health professions;;mathematics;;medicine)_(period= 2011-2017).txt,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.518974244594574,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.007823545485734941,0.3245548605918884
text/402_(cit= 1)_(area= agricultural and biological sciences;;environmental science;;medicine)_(period= 2011-2017).txt,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.8191721439361572,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455,0.008610849268734455
